station_id,num_bikes,b_pop,b_rating,num_bars,c_pop,c_rating,num_cafes
7a19c49f486d7c0c02b3685d7b240448,21,0.5781932603298627,7.35,5.0,0.8104874202210363,7.56,25.0
32603a87cfca71d0f7dfa3513bad69d5,9,0.7907342594858231,6.914285714285714,50.0,0.793091934335367,7.081818181818182,24.0
6d42fa40360f9a6b2bf641c7b8bb2862,13,0.7903771235019671,6.705882352941177,39.0,0.8917898555248519,7.244827586206896,50.0
66f873d641d448bd1572ab086665a458,2,0.5781932603298627,7.35,4.0,0.8077951955090578,7.7125,18.0
485d4d24c803cfde829ab89699fed833,9,0.7445556296470996,7.366666666666667,7.0,0.7886171038535311,6.836363636363637,26.0
b07d513f87897cff7319a0e59d7e567c,11,0.9114634547352444,7.275,7.0,0.9725370951290392,6.833333333333333,6.0
d1c9556d92f329703229fb3e33899a3b,2,0.9193037222988883,7.333333333333333,6.0,0.8850637978483864,6.966666666666666,6.0
95e624191c655f50e401d280cd39a9ad,7,0.8322844697625783,7.140000000000001,6.0,0.8836959887747979,6.85,13.0
3e112f9fe877e0003780386359060ae6,20,0.8664294695380509,7.3875,35.0,0.8831985152091084,7.016,50.0
6993b3dbb0758927967592ea612a2b1e,11,0.829810140410738,6.848,50.0,0.8729499849245909,7.012121212121213,50.0
bf8408067b0e0c963f3ff526977bcef3,13,0.8403895514228265,7.105263157894737,35.0,0.836162005224849,7.046153846153846,50.0
d2244f1a81d317c76cabd65e81250835,20,0.7592843421559388,7.0625,34.0,0.7447183945651547,6.99,21.0
0b543fc4e694fe07a54dac48bb1b3390,7,0.8208898291075308,6.848148148148148,50.0,0.8523420157091062,7.042857142857143,50.0
1b4c6f63f4bfbbd983992dbdca776865,21,0.8710671180023195,7.283333333333333,43.0,0.8835463135813398,7.252173913043479,50.0
fbb1d30d7f30b049873f5be5688563d4,19,0.8290932839828383,7.145454545454545,46.0,0.8750051549651249,7.263636363636365,50.0
7181df50ee1d1a05559399211382b7c8,7,0.8249243065355149,6.82,50.0,0.8519103488455503,6.944444444444445,50.0
2ef000bc9d4650d8cc6198c4d570b19f,3,0.7244556494293798,6.858333333333333,29.0,0.8159430012069492,6.98125,34.0
b7683a86874e6300fd89f4cc0b075f57,6,0.8022259826738186,7.0736842105263165,38.0,0.8061524165101849,6.930434782608696,41.0
3367c1e1dbf73caf7c10e4c96a92f58d,9,0.8109658127171262,7.304347826086956,50.0,0.9031643925251632,7.273076923076923,49.0
1d7e73b3321ebb6713774d376247d9f9,15,0.7861885425057805,7.1,12.0,0.8348092571259946,7.194117647058824,23.0
664502c28e8147615f17b8ea355f40d0,12,0.802459750796003,7.183333333333334,23.0,0.8583485125156084,7.136363636363637,40.0
6c24a62b5ee0a2a8014eb0dfb6d40025,3,0.8571111591612262,6.912000000000001,45.0,0.8362449721906815,6.825,34.0
fad9ebcf614dd1a72593a34072ff76f8,12,0.8876929742334894,6.807692307692308,50.0,0.8572366775081312,6.83,35.0
3a4131fa94946d93d3529136efd62413,1,0.8119404938319125,7.076470588235294,35.0,0.8458561115406691,6.988888888888889,20.0
25318ec3e06fae1397a3a2f645104149,2,0.8085459699169981,7.016666666666667,12.0,0.8938896480052346,7.2875,11.0
444991edc9550be0908f032da5e3c95f,4,0.8286022208964415,7.0200000000000005,11.0,0.8748882174451352,7.333333333333333,17.0
434b6f4e7fc30198f901b60fc905f609,7,0.843196098997325,7.0,18.0,0.8919808585536143,7.066666666666666,29.0
f97d5bf41f35aa181288429fb52e3488,24,0.8378725283278698,7.252173913043479,50.0,0.9020736930157368,7.387096774193548,50.0
fef69fb400210d861107a61db954d037,26,0.7804834915167664,7.221739130434782,50.0,0.8728090023561628,7.386956521739131,46.0
9d3123425823420514b8ad410074f02d,7,0.7772254530264214,7.063636363636364,23.0,0.7982958372625624,7.176923076923076,31.0
f1ca711137cde59e824167a4274df888,11,0.8126119403448369,7.465000000000001,40.0,0.7886211861693473,7.254545454545454,37.0
4f6ebf2026d540ffe40e29a80138ad5e,22,0.8424664652335405,6.94,11.0,0.6723865014145224,6.779999999999999,10.0
be14efdc86dedd6a8cd338e78ab4e7c7,19,0.9148977117453476,7.1,10.0,0.8914805762441489,7.275,10.0
6ddeafa873279951630a00191333c45d,13,0.83712839574736,6.9409090909090905,50.0,0.8443745396459932,6.865384615384615,50.0
c7b5bec0b2f4ab9a2d3f9d837725620c,6,0.7780367047861148,6.815384615384615,29.0,0.7978023352679344,6.877777777777777,32.0
b9fd847d53fe45658fee4c46e7f562b8,10,0.5469165977046888,8.5,3.0,0.9028838936894978,6.985714285714286,8.0
c2be5403b1c101e8032cf6696457200e,15,0.7309664941013453,7.566666666666666,7.0,0.8098610015203711,7.188888888888889,21.0
71c064fa93cab5f0b7306e6c923b77c4,12,0.8079097784877118,6.833333333333333,6.0,0.868085358890963,6.414285714285714,12.0
96bf713e60bc35cc2feb5fd53a4f3471,3,0.8162083100787129,6.65,7.0,0.9266162908894958,6.233333333333333,11.0
8dc684732a2a25bdf63ec0ecccee4e6e,9,0.7728488674197956,6.6,3.0,0.902162198572006,5.533333333333334,4.0
686c0fdb962e26e274d81fc286c010dd,5,0.4292385956133767,7.35,4.0,0.6958680548873193,7.659999999999999,10.0
0cf6cd1809fa7f510812f5b052f578c4,14,0.8722936433094052,7.875,15.0,0.8218441158804325,7.561538461538461,24.0
